branch	class	ahead	behind	last_commit	open_pr	unique_patchids_not_upstream	unique_patchids_not_upstream_or_main	in_main	unique_commits	unique_nonmerge_commits	empty_diff_commits	name_issue	name_issue_seen_upstream	tip_sha	tip_subject
fix/2658-do-hive-scram-certs	2-MERGED-PATCHID	1	1372	2026-08-11	0	0	0	0	1	1	0	2658	1	ab43f355a	fix(do-hive): RSA cert chain for pg scram channel binding + scram test leg (Progresses #2658)
fix/2658-hostssl-fail-closed	2-MERGED-PATCHID	1	1378	2026-08-10	0	0	0	0	1	1	0	2658	1	30de95c1a	infra(#2658): fail-CLOSED hostssl arming in the certified provisioning lanes
fix/2667-federation-dlq-lanes	2-MERGED-PATCHID	2	1376	2026-08-10	0	0	0	0	2	1	0	2667	1	5a90525c0	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2667-federation-dlq-lanes
fix/2678-default-dlq	2-MERGED-PATCHID	3076	4646	2026-08-03	0	0	0	0	3076	2727	4	2678	1	6ae9a8eb2	merge(release/v1.0.0): integrate #2680; fix sal-postgres DLQ warn syntax
fix/2679-store-url-fail-closed	2-MERGED-PATCHID	3069	4646	2026-08-03	0	0	0	0	3069	2722	4	2679	1	919837e3e	refactor(#2679): extract store_url module for QUAL-10 ceiling
fix/2726-2727-audit-sha-pins	2-MERGED-PATCHID	1	1431	2026-08-06	0	0	0	0	1	1	0	2726	1	7c283bb34	docs(cert,audit): pin exact cut SHA (#2726) + remap non-ancestor audit citations (#2727)
fix/2843-test-isolation	2-MERGED-PATCHID	1	1389	2026-08-09	0	0	0	0	1	1	0	2843	1	7c7888c46	test(#2843): make pg_head_hash_clean_chain order-independent on shared parity DB
fix/2857-reflect-pg-caller-identity	2-MERGED-PATCHID	2	1385	2026-08-10	0	0	0	0	2	1	0	2857	1	9f7876765	Merge branch 'release/v1.0.0' into fix/2857-reflect-pg-caller-identity
fix/2863-fed-consolidate-source-attest-parity	2-MERGED-PATCHID	2	1381	2026-08-10	0	0	0	0	2	1	0	2863	1	25051edd6	Merge branch 'release/v1.0.0' into fix/2863-fed-consolidate-source-attest-parity
fix/2865-fed-enrollment-writesig	2-MERGED-PATCHID	1	1380	2026-08-10	0	0	0	0	1	1	0	2865	1	c4101932a	fix(federation/#2865): converge daemon-authored consolidations at agent_attested out-of-box via push
fix/2872-pgvector-pin-reconcile	2-MERGED-PATCHID	1	1374	2026-08-11	0	0	0	0	1	1	0	2872	1	095f58677	infra(#2872): unify pgvector pin across both certified provisioning lanes to 0.8.5
fix/2874-bulk-create-no-overwrite	2-MERGED-PATCHID	2	1373	2026-08-11	0	0	0	0	2	1	0	2874	1	4b2ac7860	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2874-bulk-create-no-overwrite
fix/2878-mcp-import-lost-update	2-MERGED-PATCHID	3	1370	2026-08-11	0	0	0	0	3	1	0	2878	1	88020f558	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2878-mcp-import-lost-update
fix/2882-pg-dlq-replay	2-MERGED-PATCHID	4	1369	2026-08-11	0	0	0	0	4	1	0	2882	1	420d73d11	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2882-pg-dlq-replay
fix/2889-dlq-replay-comment-clarify	2-MERGED-PATCHID	1	1368	2026-08-11	0	0	0	0	1	1	0	2889	1	3ba46033c	docs(#2889): clarify #2882 DLQ test proves SENDER-side replay, not pg-receiver convergence
fix/3124-unstamped-rows-policy	2-MERGED-PATCHID	9	2	2026-09-12	0	0	0	0	9	9	0	3124	1	010ee0114	docs(#3124): WIP 9 — cert-3607 27/27 evidence labelled pre-#3124 after rebase onto f0175b70
fix/3288-3427-export-bounded-scoped	2-MERGED-PATCHID	7	2	2026-09-14	0	0	0	0	7	7	0	3288	1	1d83b6f15	test(export): clippy `assigning_clones` in the pg paging walk helper (#3288, #3427)
fix/3288-pg-export-bounded	2-MERGED-PATCHID	2	2	2026-09-13	0	0	0	0	2	2	0	3288	1	9c03c771c	WIP fix(#3288): explicit &dyn ToSql casts in sqlite export binds
fix/3340-capabilities-atomisation-truth	2-MERGED-PATCHID	1	2	2026-09-14	0	0	0	0	1	1	0	3340	1	112ea3df5	fix(http): capabilities.atomisation is honest on a postgres-backed daemon — engine fields read unsup
fix/3354-visible-degradation	2-MERGED-PATCHID	50	2	2026-09-14	0	0	0	0	50	40	0	3354	1	00f85357a	test(audit): the sqlite tombstone proof drives `delete --hard` — the archive-first `delete` writes n
fix/3354-visible-degradation-v2	2-MERGED-PATCHID	55	2	2026-09-14	0	0	0	0	55	44	0	3354	1	9ff03deeb	docs(#3354): the require-mode limitation is stated where the operator reads it — verify-audit-trail 
fix/3354-visible-degradation-v3	2-MERGED-PATCHID	56	2	2026-09-14	0	0	0	0	56	45	0	3354	1	b5a87a350	fix(#3354): `keys prune` never reaps the key the ledger is signed with
fix/3354-visible-degradation-v4	2-MERGED-PATCHID	57	2	2026-09-15	0	0	0	0	57	46	0	3354	1	72af76d23	test(#3354): the postgres twin probes the daemon over TLS, so it measures the same claim after #3705
fix/3365-param-shapes	2-MERGED-PATCHID	1	602	2026-09-02	0	0	0	0	1	1	0	3365	1	93a41e18a	fix(mcp): refuse contradictory coordination read parameter shapes (#3365)
fix/3367-action-claims-truth	2-MERGED-PATCHID	3	2	2026-09-14	0	0	0	0	3	3	0	3367	1	4bc20f5af	test(#3367): helper-routed env-mutation baseline 9 -> 10 for src/mcp/tools/action.rs, measured on th
fix/3372-agent-claims-truth-v2	2-MERGED-PATCHID	6	2	2026-09-14	0	0	0	0	6	6	0	3372	1	0b7d9ded3	fix(mcp): agent register reads `update` type-strictly and looks the agent up by key, not by scanning
fix/3372-agent-claims-truth-v3	2-MERGED-PATCHID	7	2	2026-09-15	0	0	0	0	7	7	0	3372	1	1daff6ac3	fix(#3372): declare the honoured `update` key on memory_agent_register (#3171 gate)
fix/3373-load-family-projection	2-MERGED-PATCHID	2	2	2026-09-14	0	0	0	0	2	2	0	3373	1	0f70e647f	fix(mcp): memory_load_family is a discovery scan — an undecryptable sealed row is skipped, never fai
fix/3379-share-caller-owns-source-v2	2-MERGED-PATCHID	4	240	2026-09-09	0	0	0	0	4	1	0	3379	1	98d19435f	fix(share): require caller visibility and source ownership (#3379)
fix/3381-auto-tag-owner-gate	2-MERGED-PATCHID	1	528	2026-09-03	0	0	0	0	1	1	0	3381	1	25f705900	fix(mcp): gate memory_auto_tag on the caller-scoped read and route its write through the governed up
fix/3387-contradiction-scope	2-MERGED-PATCHID	1	602	2026-09-02	0	0	0	0	1	1	0	3387	1	d59974f03	fix(mcp): scope memory_detect_contradiction's two reads to the caller before any LLM call (#3387)
fix/3390-reflect-type-strict-optionals	2-MERGED-PATCHID	2	2	2026-09-14	0	0	0	0	2	2	0	3390	1	5158624e7	fix(mcp): reflect optionals are parsed once for both entry points, and an out-of-range priority is r
fix/3392-offload-ttl-read-gate	2-MERGED-PATCHID	3	2	2026-09-14	0	0	0	0	3	3	0	3392	1	8f927bf2e	fix(offload): an explicitly-zero TTL expires immediately on read, as the sweep already reads it (#33
fix/3393-visible-degradation	2-MERGED-PATCHID	4	2	2026-09-14	0	0	0	0	4	4	0	3393	1	c6427b07b	test(#3393): QUAL-10 — src/mcp/mod.rs ceiling 17_400 -> 17_447, exact to the measured actual on this
fix/3393-visible-degradation-v2	2-MERGED-PATCHID	5	2	2026-09-15	0	0	0	0	5	5	0	3393	1	2f67df329	refactor(#3393): handle_capture_turn_mcp is anyhow-typed — QUAL-6 goes back to its ceiling, nothing 
fix/3398-agents-post-gate	2-MERGED-PATCHID	1	540	2026-09-03	0	0	0	0	1	1	0	3398	1	2bb11f410	fix(http): bind POST /api/v1/agents to the authenticated caller (#3398)
fix/3409-visible-degradation	2-MERGED-PATCHID	1	2	2026-09-13	0	0	0	0	1	1	0	3409	1	1b438d1ac	fix(cli): store --sign refuses visibly when no public key is bound (#3409)
fix/3409-visible-degradation-v2	2-MERGED-PATCHID	2	2	2026-09-15	0	0	0	0	2	2	0	3409	1	c742c383a	test(#3409): the fixture constructs "exists and unbound" deliberately, so it measures the same claim
fix/3426-authz-refusal-leak-v2	2-MERGED-PATCHID	41	2	2026-09-13	0	0	0	0	41	31	0	3426	1	451cd041d	fix(#3426): owner-gate refusals never name the owning agent; hidden rows refuse writes as 404 (folds
fix/3426-authz-refusal-leak-v3	2-MERGED-PATCHID	42	2	2026-09-15	0	0	0	0	42	32	0	3426	1	70a48e47e	test(#3426): the three inherited owner-gate pins state which case they are — hidden row → 404, reada
fix/3435-migrate-sync-order-independent-v2	2-MERGED-PATCHID	41	2	2026-09-13	0	0	0	0	41	31	0	3435	1	961788adf	fix(#3435): migrate/sync import a valid lineage DAG order-independently and never mint a store they 
fix/3458-atomise-coverage	2-MERGED-PATCHID	1	2	2026-09-14	0	0	0	0	1	1	0	3458	1	eef2d43ba	test(coverage): #3458 — cover the CLI atomise verb's run_with_curator path
fix/3519-pg-bootstrap-lock-wait	2-MERGED-PATCHID	1	379	2026-09-06	0	0	0	0	1	1	0	3519	1	e5cfe011a	fix(postgres): poll pg_try_advisory_lock so a migration waiter never pins a snapshot (#3519)
fix/3520-pg-deadlock-retry	2-MERGED-PATCHID	26	306	2026-09-07	0	0	0	0	26	17	0	3520	1	fdc295a69	fix(store/postgres): the bootstrap catalog probe must ask about the connection's own schema (#3520)
fix/3523-seam-gate-skips-cfg-test-regions	2-MERGED-PATCHID	1	2	2026-09-15	0	0	0	0	1	1	0	3523	1	14b3dcf3e	test(#3523): the seam gate skips #[cfg(test)] regions — a unit test in the same file is not producti
fix/3523-test-env-hygiene	2-MERGED-PATCHID	16	322	2026-09-07	0	0	0	0	16	14	0	3523	1	854a68ab5	test(#3523): construct the *_3387 mock client without the health probe (load-flake class #3509)
fix/3544-shim-status	2-MERGED-PATCHID	1	2	2026-09-14	0	0	0	0	1	1	0	3544	1	12aa5992c	fix(clients): #3544 — shim distinguishes governance Ask (lost) from Pending (queued)
fix/3548-attestation-split-claims-truth-v2	2-MERGED-PATCHID	4	2	2026-09-14	0	0	0	0	4	4	0	3548	1	0aa808da5	test(#3548): fix the pedantic doc_markdown red and make the changelog fragment agree with the ruling
fix/3555-durability-receipts	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3555	1	70f9adbc0	fix(receipts): declare observed write durability (#3555)
fix/3614-quarantined-dependents	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3614	1	e2a3c21d5	fix: hide quarantined invalidation dependents on both backends (#3614)
fix/3616-signing-domain-tags	2-MERGED-PATCHID	2	2	2026-09-12	0	0	0	0	2	2	0	3616	1	84ae81d35	fix(routines): refuse invalid freeze attestations with recovery guidance (#3616)
fix/3623-production-gate-coverage	2-MERGED-PATCHID	18	2	2026-09-12	0	0	0	0	18	14	0	3623	1	82a7becb6	fix(gates): restore production coverage and document baseline correction (#3623)
fix/3627-remove-deepseek-alias	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3627	1	ad9d035c8	fix(#3627): refuse the retired LLM provider alias (no silent fallback)
fix/3631-fed-inbox-wake-fable	2-MERGED-PATCHID	4	2	2026-09-12	0	0	0	0	4	4	0	3631	1	bb944d085	test(#3631): own the sqlite receiver store with a TempDir, not a leaked temp file
fix/3636-a2a-integration	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3636	1	93d5c575d	docs: integrate arbitrary agents with the A2A wake plane (#3636)
fix/3638-reflect-policy-redaction	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3638	1	d77b5281e	fix(reflect): redact private policy diagnostics (#3638)
fix/3639-visible-degradation	2-MERGED-PATCHID	3	2	2026-09-14	0	0	0	0	3	3	0	3639	1	fe1a66303	test(notify): the branch's own cells assert the wire contract — `title` is the subject, uniqueness i
fix/3639-visible-degradation-v2	2-MERGED-PATCHID	4	2	2026-09-15	0	0	0	0	4	4	0	3639	1	d80621e40	test(#3639): adapt the inherited fanout pin to the stored-title contract
fix/3646-health-monitoring-api	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3646	1	f6fe9f625	feat: expose scoped TLS health monitoring API (#3646)
fix/3647-forensic-payload-redaction-fable	2-MERGED-PATCHID	3	2	2026-09-13	0	0	0	0	3	3	0	3647	1	eece869cf	fix(#3647): decision rows are written whenever the sink is up (Conductor ruling)
fix/3648-provider-error-redaction	2-MERGED-PATCHID	2	2	2026-09-12	0	0	0	0	2	2	0	3648	1	e691ee44a	fix(observability): preserve operator failure causes (#3648)
fix/3649-http-span-route-template	2-MERGED-PATCHID	1	2	2026-09-12	0	0	0	0	1	1	0	3649	1	dde166b38	fix(#3649): build the HTTP diagnostic span from the matched route, never the URI
fix/3654-per-peer-federation-freshness	2-MERGED-PATCHID	4	2	2026-09-13	0	0	0	0	4	4	0	3654	1	04b564773	fix(#3654): exact per-peer DLQ oldest-failure seconds on sqlite; test both sinks
fix/3654-per-peer-federation-freshness-v2	2-MERGED-PATCHID	8	2	2026-09-13	0	0	0	0	8	8	0	3654	1	16c35dc2f	fix(#3654): per-peer observed values are signal objects; value-free test binding names; #3654 doc dr
fix/3655-doctor-sync-freshness-v2	2-MERGED-PATCHID	9	2	2026-09-13	0	0	0	0	9	9	0	3655	1	39f471bee	fix(#3655): v3 review — enumerate peers from the union of sync_state and sync_peer_contact; redact p
fix/3659-webhook-audit-status-observed	2-MERGED-PATCHID	2	2	2026-09-14	0	0	0	0	2	2	0	3659	1	ce05714ed	docs(#3659): say at the field what `pending` can mean — the terminal status write may have failed
fix/3659-webhook-audit-status-observed-v2	2-MERGED-PATCHID	3	2	2026-09-15	0	0	0	0	3	3	0	3659	1	de682e294	test(#3659): two reviewed B7 allowlist rows for the moved delivery-audit writes, with the reason
fix/3667-allowlist-render-3711-idiom	2-MERGED-PATCHID	60	2	2026-09-14	0	0	0	0	60	50	0	3667	1	d26ad7400	fix(#3667): render every #3667 site from the URL allowlist, never a masker (reconciliation item one)
fix/3667-allowlist-render-3711-idiom-v2	2-MERGED-PATCHID	61	2	2026-09-15	0	0	0	0	61	51	0	3667	1	36d1c4e72	fix(#3667): end the module-doc lazy continuation so the cfg-stripped clippy pass is green
fix/3667-allowlist-render-3711-idiom-v3	2-MERGED-PATCHID	62	2	2026-09-15	0	0	0	0	62	52	0	3667	1	2479a5914	fix(#3667): the doctor connect-error arm renders from the allowlist; the collision refusal is pinned
fix/3690-merge-pins-cannot-read-cannot-merge	2-MERGED-PATCHID	235	2	2026-09-15	0	0	0	0	235	193	1	3690	1	16bb4550c	test(#3690 #3696): the merge cell merges as the OWNER; a paired cell pins cannot-read ⇒ cannot-merge
fix/3690-p4-guard-follows-conflict-target	2-MERGED-PATCHID	235	2	2026-09-15	0	0	0	0	235	193	1	3690	1	48c339fb0	test(#3690): the append-only P4 guard follows the {conflict_target} indirection; the two upsert stat
fix/3690-schema-tip-pins-v100	2-MERGED-PATCHID	234	2	2026-09-15	0	0	0	0	234	192	1	3690	1	d65275dca	test(#3690): advance the three remaining schema-tip pins to v100
fix/3700-shape-derived-posture-v2	2-MERGED-PATCHID	46	2	2026-09-14	0	0	0	0	46	36	0	3700	1	cf17b42f6	test(#3700): env-mutation baseline 65 -> 69 for src/daemon_runtime.rs, measured on this branch
fix/3705-encrypted-transit-only	2-MERGED-PATCHID	51	2	2026-09-14	0	0	0	0	51	41	0	3705	1	3749b2221	test(#3705): env-mutation baseline 6 -> 7 for src/tls.rs, the one row this branch widens
fix/3705-encrypted-transit-only-v2	2-MERGED-PATCHID	52	2	2026-09-14	0	0	0	0	52	42	0	3705	1	8282552f2	test(#3705): the #3646 lane-database guard reads the DSN path — #3705 pins sslmode on every DSN
fix/3705-encrypted-transit-only-v3	2-MERGED-PATCHID	53	2	2026-09-14	0	0	0	0	53	43	0	3705	1	af331d53a	test(#3705): provision the daemon signing key before the read-only key-dir cell — #3354 generates it
fix/3705-encrypted-transit-only-v4	2-MERGED-PATCHID	54	2	2026-09-15	0	0	0	0	54	44	0	3705	1	9c8ca178e	test(#3705): the eleven inherited dispatch/daemon fixtures speak TLS — the product's refusal stands,
fix/3705-encrypted-transit-only-v5	2-MERGED-PATCHID	55	2	2026-09-15	0	0	0	0	55	45	0	3705	1	e2b9c3562	refactor(#3705): tls_bind_guard returns anyhow::Result — the QUAL-7 count goes back to its ceiling
fix/3711-3464-pg-feature-lib-pins	2-MERGED-PATCHID	238	2	2026-09-15	0	0	0	0	238	196	1	3711	1	e09095926	test(#3711 #3464): two sal,sal-postgres lib pins — the boot line's allowlist rendering (present + ab
fix/3711-credential-to-sink-allowlist-v2	2-MERGED-PATCHID	57	2	2026-09-14	0	0	0	0	57	47	0	3711	1	60bbd4f90	test(#3711): the webhook cell polls for its two DLQ rows past the documented worst case
fix/3711-credential-to-sink-allowlist-v3	2-MERGED-PATCHID	59	2	2026-09-14	0	0	0	0	59	49	0	3711	1	1a338d957	test(#3711): the webhook cell polls for its two DLQ rows past the documented worst case
fix/3711-credential-to-sink-allowlist-v4	2-MERGED-PATCHID	60	2	2026-09-15	0	0	0	0	60	50	0	3711	1	f1c598ce2	fix(#3711): the three inherited pins the full sweep named — B7 allowlist, foreign-body echo, and the
fix/3711-credential-to-sink-allowlist-v5	2-MERGED-PATCHID	61	2	2026-09-15	0	0	0	0	61	51	0	3711	1	3fe65e8d2	test(#3711): the wake-hub write-authority pin reads the forwarded refusal as status, not as the peer
fix/3712-store-response-never-names-an-invisible-row	2-MERGED-PATCHID	235	2	2026-09-16	0	0	0	0	235	193	1	3712	1	430b4caf8	fix(#3712): a store response never names a row the caller cannot read — the contradiction hint takes
fix/3713-mcp-error-text	2-MERGED-PATCHID	234	2	2026-09-15	0	0	0	0	234	192	1	3713	1	a259d8615	fix(#3713): MCP tool errors render from a closed vocabulary — one funnel, foreign text stays with th
fix/3718-read-never-mints	2-MERGED-PATCHID	3	2	2026-09-14	0	0	0	0	3	3	0	3718	1	57462d190	chore(qual-10): lockstep ceiling bump for src/store/postgres.rs — the seal-path guard lands +58 net 
fix/3718-read-never-mints-v2	2-MERGED-PATCHID	4	2	2026-09-15	0	0	0	0	4	4	0	3718	1	bcb1d041f	test(#3718): scope the key-dir listing assertions to seal material; the precise no-impostor-.priv pi
fix/3743-identity-generate-not-preempted	2-MERGED-PATCHID	58	2	2026-09-15	0	0	0	0	58	47	0	3743	1	6de1bc656	fix(#3743): the boot key-ensure does not pre-empt the provisioning verbs; the unsigned-ledger remedy
fix/3752-audit-status-counters-instance	2-MERGED-PATCHID	235	2	2026-09-16	0	0	0	0	235	193	1	3752	1	962d5dd39	test(#3752): the audit-status cells count on a set they own, never a delta across the process-global
fix/authz-2538-2633	2-MERGED-PATCHID	3126	4646	2026-08-03	0	0	0	0	3126	2749	4	2538	1	dc8fa5ddc	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/authz-2538-2633
fix/b17-l1-3064d-replay	2-MERGED-PATCHID	1	742	2026-08-29	0	0	0	0	1	1	0	-	-1	a5458cd16	fix(store,http): #3064 batch D — memory_replay on postgres
fix/bulk-create-funnel-signed	2-MERGED-PATCHID	3128	4646	2026-08-03	0	0	0	0	3128	2750	4	-	-1	ae6799620	fix(#2550,#2551,#2552,#2588,#2594): bulk_create reuses create funnel + honest envelope
fix/consolidation-unit-1-lifecycle-admission-v2	2-MERGED-PATCHID	227	2	2026-09-15	0	0	0	0	227	185	1	-	-1	0daf6b51a	refactor(mcp/store): the request-echo default is eager — no fallback closure left for a defect vehic
fix/gitattributes-lineending-restore	2-MERGED-PATCHID	1	1427	2026-08-06	0	0	0	0	1	1	0	-	-1	4fb8bb080	fix(ci): restore line-ending .gitattributes clobbered by the CHANGELOG union commit
fix/ironclaw-1.1.0-cloudinit-bootstrap	2-MERGED-PATCHID	3	1392	2026-08-09	0	0	0	0	3	1	0	-	-1	5d091a799	Merge branch 'release/v1.0.0' into fix/ironclaw-1.1.0-cloudinit-bootstrap
fix/secret-screen-pem-dos	2-MERGED-PATCHID	2876	4646	2026-07-22	0	0	0	0	2876	2607	3	-	-1	12a4a89d4	fix(security): terminate multi-block PEM scan in redact_pem_blocks (FBL-16 write-path DoS)
gates/3688-recurring-classes-2-4-5	2-MERGED-PATCHID	58	2	2026-09-14	0	0	0	0	58	48	1	3688	1	fdb94f9ad	gates(#3688/2): empty the gate-2 pending ledger — the six #3710 sinks are fixed by fix/3711, which l
infra/2298-ironclaw-nearai-grok45	2-MERGED-PATCHID	2867	4646	2026-07-21	0	0	0	0	2867	2598	3	2298	1	b001ea440	infra(#2298): point do-hive IronClaw at nearai/ironclaw v0.29.1 + grok-4.5
infra/2848-lan-parity-per-binary-db	2-MERGED-PATCHID	1	1387	2026-08-10	0	0	0	0	1	1	0	2848	1	8f059075a	infra(lan-parity): give each live-pg test binary its own DB in Pass 2 (#2848)
lane-e/claims-api	2-MERGED-PATCHID	3092	4646	2026-08-03	0	0	0	0	3092	2735	4	-	-1	f35e89806	merge(release/v1.0.0): sync post-Gate1 #2685 into claims-api #2655
lane-e/claims-gate	2-MERGED-PATCHID	3111	4646	2026-08-03	0	0	0	0	3111	2744	4	-	-1	3b00ed252	fix(claims-gate): repoint CLAUDE.md FederationConfig anchor for #2629 gate
lane-e/claims-gate-2	2-MERGED-PATCHID	3047	4646	2026-08-01	0	0	0	0	3047	2711	4	-	-1	ee22a7d8d	Merge release/v1.0.0 (cb09bb07) into this claim lane
lane-e/claims-nsa-html	2-MERGED-PATCHID	3032	4646	2026-08-01	0	0	0	0	3032	2702	3	-	-1	1ac9ad32f	Merge remote-tracking branch 'origin/release/v1.0.0' into lane-e/claims-nsa-html
lane-e/claims-perf	2-MERGED-PATCHID	3028	4646	2026-08-01	0	0	0	0	3028	2700	3	-	-1	c56dd3728	Merge origin/release/v1.0.0 into this claim lane (CHANGELOG both-added)
lane-e/claims-readme	2-MERGED-PATCHID	3030	4646	2026-08-01	0	0	0	0	3030	2702	3	-	-1	3fc0747ce	docs(readme): make the benchmark-image note merge-order-independent
lane-e/claims-readme-svg-note	2-MERGED-PATCHID	3030	4646	2026-08-01	0	0	0	0	3030	2702	3	-	-1	3fc0747ce	docs(readme): make the benchmark-image note merge-order-independent
lane-e/claims-register-errata	2-MERGED-PATCHID	3102	4646	2026-08-03	0	0	0	0	3102	2739	4	-	-1	5ab72ca03	Merge remote-tracking branch 'origin/release/v1.0.0' into lane-e/claims-register-errata
lane-e/claims-relnotes	2-MERGED-PATCHID	3040	4646	2026-08-01	0	0	0	0	3040	2705	3	-	-1	eea26ec74	Merge remote-tracking branch 'origin/release/v1.0.0' into lane-e/claims-relnotes
lane-e/claims-security	2-MERGED-PATCHID	3099	4646	2026-08-03	0	0	0	0	3099	2738	4	-	-1	08099ad0a	merge(release): re-sync lane-e/claims-security onto 364d8129 after #2655
perf/2576-2577-rerank-embed	2-MERGED-PATCHID	3020	4646	2026-08-01	0	0	0	0	3020	2697	3	2576	1	aa8435eaa	Merge remote-tracking branch 'origin/release/v1.0.0' into perf/2576-2577-rerank-embed
perf/health-metrics-o-corpus	2-MERGED-PATCHID	3007	4646	2026-07-31	0	0	0	0	3007	2690	3	-	-1	862f106d0	Merge remote-tracking branch 'origin/release/v1.0.0' into perf/health-metrics-o-corpus
perf/load-family-cli-startup	2-MERGED-PATCHID	3002	4646	2026-07-31	0	0	0	0	3002	2687	3	-	-1	194418cbf	docs(#2580,#2584): record the measured end-to-end results and the namespace-omitted blast radius
perf/pg-query-shapes	2-MERGED-PATCHID	3015	4646	2026-07-31	0	0	0	0	3015	2695	3	-	-1	b8112642e	docs: CLAUDE.md said the postgres ladder ends at migrate_v87()
plan/v0.9.0-epic	2-MERGED-PATCHID	2531	4646	2026-06-30	0	0	0	0	2531	2294	3	-	-1	6d0c161ef	docs(v0.9.0): AI-NHI autonomous development EPIC master prompt
rehearsal/pre-resign-2423af6e3	2-MERGED-PATCHID	242	2	2026-09-16	0	0	0	0	242	200	1	-	-1	2423af6e3	fix(#3712): a store response never names a row the caller cannot read — the contradiction hint takes
test/2525-mcp-subprocess-read-timeout	2-MERGED-PATCHID	2974	4646	2026-07-30	0	0	0	0	2974	2673	3	2525	1	638a7e610	Merge remote-tracking branch 'origin/release/v1.0.0' into test/2525-mcp-subprocess-read-timeout
wt-2887-restore-cas	2-MERGED-PATCHID	2	1367	2026-08-11	0	0	0	0	2	1	0	2887	1	92fe7b419	Merge remote-tracking branch 'origin/release/v1.0.0' into wt-2887-restore-cas
dependabot/npm_and_yarn/sdk/typescript/baseline-browser-mapping-2.11.22	3-OPEN-PR	53	1900	2026-09-11	3594	46	1	0	53	50	0	-	-1	8112aa2ae	build(deps-dev): bump baseline-browser-mapping in /sdk/typescript
dependabot/npm_and_yarn/sdk/typescript/browserslist-4.28.9	3-OPEN-PR	53	1900	2026-09-07	3534	46	1	0	53	50	0	-	-1	d68fcea7d	build(deps-dev): bump browserslist in /sdk/typescript
dependabot/npm_and_yarn/sdk/typescript/js-yaml-3.15.2	3-OPEN-PR	53	1900	2026-09-13	3689	46	1	0	53	50	0	-	-1	82f60e824	build(deps): bump js-yaml from 3.14.2 to 3.15.2 in /sdk/typescript
dependabot/npm_and_yarn/sdk/typescript/brace-expansion-1.1.18	3-OPEN-PR	39	1900	2026-08-26	3262	34	1	0	39	38	0	-	-1	c960a46a3	build(deps): bump brace-expansion in /sdk/typescript
dependabot/npm_and_yarn/sdk/typescript/undici-6.28.0	3-OPEN-PR	39	1900	2026-08-26	3261	34	1	0	39	38	0	-	-1	d917879b1	build(deps): bump undici from 6.26.0 to 6.28.0 in /sdk/typescript
docs/reaudit-nhi-2026-08-15	3-OPEN-PR	39	1900	2026-08-15	2950	34	1	0	39	38	0	2026	1	6ab6f9279	docs(reviews): §0 re-audit at HEAD 2026-08-15 — 08-14 AI-NHI findings closure + now-vs-v1.1.0
campaign/2271-deferred-audit-restart	4-UNMERGED	2932	4646	2026-07-21	0	75	75	0	2932	2663	3	2271	1	08b7ad2f4	test(daemon): split shutdown coverage below size ceiling
docs/remove-certification-mark-language	4-UNMERGED	55	1900	2026-09-17	0	46	0	1	55	51	0	-	-1	aad599465	docs: replace certification-mark language with conformance label in design and assessment documents
docs/remove-trademark-notices	4-UNMERGED	53	1900	2026-09-17	0	46	0	1	53	50	0	-	-1	86be0beea	docs: remove trademark and USPTO notices across docs, pages, and comments
docs/engineering-page-and-nav-consistency	4-UNMERGED	49	1900	2026-09-01	0	43	0	1	49	47	0	-	-1	9ed4365cb	docs(site): extend LIVE banner + Live Testing/Test Results nav to remaining audience pages
fix/3587-u1-deterministic-supersession-fable	4-UNMERGED	31	2	2026-09-12	0	31	31	0	31	31	0	3587	1	96c343fae	docs(3587): changelog states the CLI resolve compatibility change in operator language
docs/audits-nhi-3x7-2026-08-07	4-UNMERGED	35	1900	2026-08-07	0	30	0	1	35	34	0	2026	1	5e2349af4	docs(audits): NHI 3×7 adversarial reassessment of endpoint-memory claims [skip ci]
feat/1875-curator-parity-disclosure	4-UNMERGED	2775	4646	2026-07-16	0	29	29	0	2775	2519	3	1875	1	eaad65778	fix(#2109): keep the HF cache path literal inside hf_hub — vendor-monoculture gate
docs/audit-open-issues-board-2026-08-04	4-UNMERGED	2777	4646	2026-08-04	0	28	0	0	2777	2521	3	2026	1	e0e654662	docs(audit): open-issues post-GA board + burn-down analysis (2026-08-04)
docs/graph-eng-gaps	4-UNMERGED	2770	4646	2026-07-28	0	23	0	0	2770	2514	3	-	-1	d105c6c04	docs(graph-engineering): node contracts, pipeline-by-default, convergent loops, R-207 [skip ci]
